"barcode","trip_id","pickup_customer_ref","delivery_customer_ref","category","weight"
"142117042","73515","249","131","A","2188"
"142199333","73065","257","39","A","3565"
"142259829","73121","157","49","A","1078"
"142354252","73611","171","24","A","2819"
"142401625","74005","19","258","A","4158"
"142433332","73147","28","21","A","4262"
"142533340","73957","151","56","A","1307"
"142607898","73633","52","220","B","4206"
"142622704","73726","88","267","A","1649"
"142830850","73195","132","193","A","544"
"142848339","73460","127","39","A","312"
"142860570","73297","245","78","A","3860"
"142909927","73790","178","226","A","2219"
"142977676","73927","209","259","A","2474"
"143049407","73604","291","272","A","3996"
"143089283","73684","202","252","A","4998"
"143133736","73969","138","47","A","4410"
"143141869","73456","199","61","A","641"
"143161506","73544","111","120","A","1614"
"143198009","73111","260","182","A","1046"
"143220574","73806","15","165","A","2447"
"143305544","73428","37","162","A","1160"
"143350434","73588","226","160","A","2419"
"143386583","73208","95","199","A","2699"
"143435477","73574","52","236","B","4937"
"143460382","73388","102","217","A","1086"
"143472575","74083","20","228","A","3415"
"143500122","73066","234","152","A","2584"
"143541662","73552","170","158","A","1813"
"143586868","73282","142","213","A","361"
"143589676","73778","89","201","A","1895"
"143691062","73695","219","277","A","1173"
"143765294","73780","53","123","A","2155"
"143778671","73193","285","283","A","179"
"143984788","73396","257","101","A","2254"
"144007568","73105","167","64","A","3312"
"144020718","73146","179","288","A","2940"
"144174142","73301","145","9","A","258"
"144193249","73031","36","226","A","3991"
"144209308","73534","276","135","A","2471"
"144254630","73934","34","213","A","4966"
"144257444","74008","130","147","A","3707"
"144295626","73442","241","175","A","4155"
"144304302","73809","67","162","A","3443"
"144417241","73938","9","147","A","3088"
"144520927","73155","23","8","A","3096"
"144522035","73157","103","26","B","3136"
"144584384","73872","247","79","A","2854"
"144657829","73931","30","106","A","1642"
"144793812","73599","20","239","A","1546"
"144797443","73399","146","212","A","3647"
"144878472","73385","173","70","A","830"
"144994193","73497","128","75","A","3245"
"145024557","73835","149","97","A","2845"
"145175029","73629","249","279","A","4367"
"145290143","73368","164","196","A","2052"
"145336044","73834","129","175","A","1576"
"145441964","73123","287","94","A","2912"
"145445682","73143","12","172","A","3755"
"145473627","73935","263","247","A","1719"
"145519758","73107","241","268","A","4433"
"145554913","74021","210","110","A","3714"
"145636156","73162","53","161","A","831"
"145738079","73233","178","175","A","4753"
"145757321","73047","277","253","A","1468"
"145808522","72968","137","48","A","4854"
"145819095","73995","224","3","A","724"
"145824162","73292","245","291","A","1045"
"145929966","73149","155","233","A","605"
"145950704","73104","265","83","A","2849"
"146012559","73390","118","102","A","4076"
"146049286","73507","296","130","A","2387"
"146124300","73187","223","32","A","2229"
"146129372","73721","182","2","A","210"
"146196247","73669","206","34","A","4180"
"146219769","73553","61","167","A","1649"
"146282485","73351","252","90","A","708"
"146407854","73421","101","145","A","2835"
"146513868","73696","173","66","A","3640"
"146561762","73758","297","174","A","4960"
"146605818","73063","25","291","A","1419"
"146620363","73660","45","266","A","4678"
"146701995","73402","55","138","A","2494"
"146721813","73272","131","129","A","1285"
"146736347","73637","179","268","A","4017"
"146752978","72975","274","93","A","4799"
"146847285","73957","229","40","A","1260"
"146925717","73351","168","279","A","2538"
"147012263","74059","12","158","A","4114"
"147016205","73997","31","237","A","3362"
"147109859","73096","45","298","A","2115"
"147131158","73848","99","51","A","4982"
"147144682","73122","199","31","A","3118"
"147186989","73648","189","84","A","889"
"147274678","73564","164","186","A","2043"
"147300390","73206","152","184","A","4981"
"147327761","73145","64","201","A","3211"
"147403761","73963","195","129","A","1783"
"147419472","73570","122","201","A","2182"
"147419628","73021","229","265","A","2750"
"147467648","73919","254","125","A","3739"
"147525292","73811","84","23","A","1502"
"147540826","74016","205","74","A","2278"
"147550503","73524","26","170","A","2598"
"147591636","73039","31","113","A","937"
"147673866","74107","27","296","A","1542"
"147676277","73578","183","45","A","393"
"147701251","73369","262","136","A","3383"
"147815031","73287","106","35","A","310"
"147956238","74011","273","27","A","609"
"147973157","73655","46","118","A","280"
"147975985","73800","129","275","A","4132"
"148002645","73866","238","99","A","1919"
"148052423","73422","247","281","A","2940"
"148075224","74070","180","178","A","282"
"148105453","73732","5","198","A","3962"
"148141497","73649","296","281","A","1854"
"148145699","73329","34","4","A","2251"
"148182911","73923","274","297","A","4079"
"148336768","73529","167","157","A","687"
"148373286","72961","284","263","A","828"
"148468129","74101","187","106","A","3956"
"148488138","73861","65","92","A","1858"
"148553350","73354","27","144","A","4858"
"148570740","73100","278","63","A","297"
"148590695","73751","194","91","A","959"
"148674825","73640","57","287","A","1055"
"148731950","72979","128","201","A","4278"
"148861440","73612","79","205","A","3112"
"149038397","73852","87","172","A","4607"
"149071126","73096","109","45","A","493"
"149283024","74020","213","105","A","3437"
"149291122","73345","282","6","A","390"
"149325835","72945","294","22","A","409"
"149481035","73046","50","98","A","1855"
"149564859","73286","152","63","A","3141"
"149720616","73726","88","267","A","2507"
"149874049","74033","275","270","A","2078"
"149890940","73863","15","228","A","3155"
"150165898","73780","261","242","A","3361"
"150227744","73013","82","140","C","3046"
"150232824","73723","270","244","A","4389"
"150270635","73370","166","236","A","3193"
"150455234","73166","39","17","A","4347"
"150540184","73716","174","51","A","1744"
"150631661","73942","58","189","A","4315"
"150691769","72983","148","97","A","1343"
"150824602","73082","211","284","A","1433"
"150921378","73917","240","155","A","3857"
"150929890","73944","210","65","A","1772"
"150944480","73472","230","204","A","2165"
"150996359","73485","274","15","A","4478"
"151052862","73113","178","119","A","188"
"151075037","73928","113","158","A","3650"
"151116966","73136","250","17","A","672"
"151304224","73471","281","288","A","4797"
"151320042","73202","25","62","A","2682"
"151423067","73097","284","3","A","282"
"151457288","73208","247","33","A","602"
"151494114","73392","149","245","A","1035"
"151509852","73052","274","97","A","3627"
"151589048","73318","35","118","A","1786"
"151612604","73873","51","258","A","754"
"151765980","73141","286","148","A","1328"
"151849613","73780","242","278","A","4087"
"151879266","73959","203","14","A","3288"
"151908813","73010","285","165","A","1070"
"151916140","73493","25","96","A","4758"
"152083427","73777","180","261","A","271"
"152104816","73131","48","88","A","3117"
"152180329","73050","150","245","A","1784"
"152183276","73146","288","34","A","4113"
"152276541","73333","294","11","A","889"
"152295238","73941","141","94","A","1656"
"152332213","73661","106","104","A","4547"
"152360178","73032","194","49","A","2380"
"152376457","73410","59","255","A","1177"
"152427201","73527","212","101","A","855"
"152471171","73799","99","26","A","737"
"152549942","74052","249","267","A","3911"
"152600734","73680","52","142","B","3014"
"152608285","73658","255","115","A","2671"
"152695034","73320","271","240","A","3075"
"152731187","73432","173","242","A","4381"
"152753866","73834","175","100","A","3686"
"152762827","73235","268","130","A","3400"
"152869493","73483","215","136","A","1013"
"152885319","73481","274","83","A","989"
"152889445","73345","18","186","A","4156"
"152968970","73792","73","93","A","140"
"152969998","73302","208","281","A","2085"
"152978775","73347","65","184","A","3019"
"153053994","73027","14","205","A","1343"
"153141110","73902","154","169","A","3188"
"153215107","73003","101","83","A","2967"
"153290624","73874","14","45","A","4927"
"153297612","73591","114","218","A","2056"
"153303499","73840","28","104","A","4705"
"153393727","73794","239","137","A","4905"
"153441207","73788","3","205","A","485"
"153493813","73783","85","194","A","2404"
"153520911","73645","111","163","A","3909"
"153523466","73754","90","271","A","3455"
"153549442","73749","297","284","A","1710"
"153582496","73502","8","56","A","2553"
"153612595","73337","230","137","A","218"
"153679117","73471","183","281","A","2454"
"153788443","73483","215","172","A","4844"
"153972118","73989","298","38","A","4612"
"154033340","73376","204","44","A","1851"
"154063986","73926","231","291","A","1857"
"154081351","73538","128","181","A","1452"
"154176177","74103","222","192","A","2113"
"154194910","73176","91","199","A","2029"
"154319979","73105","129","289","A","912"
"154538319","73761","73","238","A","1992"
"154572788","73371","47","251","A","3212"
"154604404","73268","43","285","A","3825"
"154742017","74046","286","235","A","258"
"154777316","73622","174","28","A","1489"
"154782109","73997","195","297","A","3691"
"154863796","73086","187","68","A","1864"
"154869799","72993","123","246","A","1505"
"154921482","73932","180","74","A","4518"
"155009808","73521","295","196","A","4515"
"155060368","73336","189","279","A","3900"
"155073784","73152","218","294","A","282"
"155093257","72970","256","139","A","1757"
"155129030","73279","291","272","A","1640"
"155187988","73759","136","220","A","4547"
"155261800","73284","95","110","A","1439"
"155297276","73283","4","186","A","3570"
"155404848","74017","182","18","A","3938"
"155420417","73574","52","210","B","1987"
"155440379","73513","109","128","A","2339"
"155477494","73861","105","216","A","2688"
"155713421","74059","260","12","A","780"
"155713433","73211","72","223","A","2928"
"155747481","73657","128","261","A","4413"
"155817499","73049","94","9","A","1943"
"155826692","73205","94","257","A","1056"
"155855511","72988","139","70","A","1338"
"155865304","73214","59","84","A","866"
"155867405","73148","56","21","A","204"
"155879183","73435","91","113","A","974"
"155931076","73469","80","286","A","2541"
"155956012","73385","173","70","A","4078"
"156005401","73155","55","293","A","452"
"156022381","73704","92","298","A","1965"
"156052483","73970","231","215","A","2352"
"156234628","73898","226","119","A","2522"
"156321612","73327","36","158","A","2004"
"156502868","73317","166","259","A","2447"
"156583734","73433","219","215","A","4962"
"156586629","73856","275","73","A","4568"
"156625077","73554","251","69","A","635"
"156631131","73644","34","158","A","179"
"156703856","73162","22","192","A","901"
"156726535","73161","203","42","A","1287"
"156755540","73541","211","181","A","965"
"156807835","73292","291","176","A","2998"
"156856913","74086","207","219","A","2885"
"156917909","73158","58","255","A","3499"
"157008492","74063","23","241","A","1459"
"157086521","73564","152","186","A","2166"
"157186199","72948","228","244","A","3144"
"157205929","73285","136","245","A","1665"
"157246811","72992","201","245","A","3529"
"157281428","73984","192","21","A","3944"
"157295794","74085","126","161","A","2741"
"157382238","73933","3","285","A","4500"
"157455991","73713","2","93","A","4638"
"157572926","73252","107","171","A","824"
"157596699","72996","89","101","A","1429"
"157616362","73877","91","59","A","1564"
"157640898","73439","96","112","A","4250"
"157736434","73563","73","104","A","392"
"157959449","73335","173","56","A","4537"
"158031254","74102","68","199","A","4177"
"158077296","73563","73","104","A","4134"
"158128444","73757","7","82","A","921"
"158144491","73949","273","118","A","122"
"158180923","73876","125","37","A","4786"
"158195113","74067","123","120","A","3736"
"158261165","73717","279","38","A","2769"
"158303424","73518","272","111","A","1684"
"158333985","73263","230","97","A","3284"
"158361248","73763","250","277","A","4854"
